ai_model_name,query_category,ai_confidence_percentage,response_character_count,has_cited_sources,contains_hedging_words,includes_disclaimer,answer_detail_level,respondent_age_bracket,education_level,digital_literacy_score,ai_familiarity_level,decision_importance,urgency_level,belief_alignment_status,subject_matter_expertise,trust_score_out_of_10,performed_fact_check,fact_check_method_used,verification_duration_mins,answer_accuracy_percentage,trust_calibration_valid,user_skepticism_category,is_accurate,verification_bin
Llama,opinion_based,44.19,192,False,False,True,Moderate,45-54,Masters,Low,Intermediate,Medium,Medium,True,False,6.0,True,Consulted Documentation,36.0,25.54,False,Skeptical,False,30-45m
Gemini,scientific_facts,83.61,197,False,False,False,Very Specific,25-34,Bachelors,Low,Intermediate,High,Low,False,True,8.0,True,Asked Colleague,41.8,69.38,True,Moderate Trust,False,30-45m
Claude,current_events,58.28,378,True,True,False,Very Specific,35-44,Professional,Low,First Time,Critical,Low,False,False,6.3,True,Asked Expert,43.8,53.43,True,Skeptical,False,30-45m
Mistral,math_calculation,98.54,783,True,False,False,Very Specific,65+,High School,Low,Beginner,Medium,High,Neutral,True,10.0,False,,0.0,88.36,True,Blind Trust,True,
Llama,scientific_facts,73.22,497,True,True,True,Specific,25-34,High School,Low,Advanced,High,High,Neutral,False,8.1,False,,0.0,70.57,True,Blind Trust,True,
Llama,current_events,63.42,681,True,True,True,Moderate,45-54,Professional,Low,Intermediate,Critical,Low,Neutral,True,6.3,True,Cross-referenced Multiple AIs,9.8,57.42,True,Skeptical,False,5-15m
Claude,factual_historical,74.16,137,False,True,False,Very Specific,18-24,PhD,Medium,Beginner,Critical,Medium,Neutral,False,7.8,True,Personal Testing,38.7,62.91,True,Skeptical,False,30-45m
ChatGPT-3.5,medical_advice,52.75,255,True,False,False,Moderate,35-44,High School,High,Expert,High,Low,False,False,4.6,True,Checked Official Source,41.8,58.78,True,Highly Skeptical,False,30-45m
GPT-4,medical_advice,69.21,281,True,True,False,Moderate,35-44,High School,Expert,Beginner,High,High,True,False,8.7,False,,0.0,54.56,False,Blind Trust,False,
Mistral,financial_advice,41.63,584,False,True,True,Specific,25-34,High School,Low,Advanced,Medium,High,Neutral,False,4.0,False,,0.0,42.69,True,Skeptical,False,
GPT-4,scientific_facts,81.53,504,False,False,False,Vague,65+,Bachelors,Low,Intermediate,Critical,Medium,False,False,6.6,True,Asked Colleague,21.4,94.86,False,Skeptical,True,15-30m
Mistral,technical_coding,90.4,685,True,False,True,Specific,18-24,High School,Medium,Beginner,Medium,Medium,False,False,10.0,False,,0.0,94.36,True,Blind Trust,True,
Mistral,general_knowledge,69.41,190,False,False,True,Moderate,25-34,PhD,Low,Beginner,High,High,True,False,9.1,True,Academic Paper,4.6,75.85,True,Moderate Trust,True,0-5m
Llama,recipe_cooking,81.43,413,True,False,True,Moderate,55-64,Masters,Medium,Advanced,High,Low,False,True,7.8,True,Personal Testing,8.6,88.34,True,Skeptical,True,5-15m
GPT-4,current_events,59.65,739,False,False,False,Very Specific,35-44,Professional,Medium,Beginner,Low,Low,Neutral,False,8.1,True,Asked Colleague,7.8,42.37,False,Moderate Trust,False,5-15m
Claude,factual_historical,85.95,490,True,False,False,Moderate,25-34,Masters,Medium,Intermediate,Critical,Low,False,True,8.1,True,Academic Paper,15.4,84.26,True,Moderate Trust,True,15-30m
GPT-4,general_knowledge,74.71,554,True,True,True,Specific,45-54,High School,Low,Expert,Medium,Medium,Neutral,True,9.1,False,,0.0,77.03,True,Blind Trust,True,
Gemini,scientific_facts,75.99,77,False,True,False,Vague,65+,Bachelors,High,Beginner,Critical,Low,True,False,8.7,False,,0.0,79.18,True,Blind Trust,True,
Claude,general_knowledge,83.64,263,True,True,False,Very Specific,25-34,PhD,Low,Expert,High,Low,False,True,7.2,True,Checked Official Source,2.1,80.25,True,Skeptical,True,0-5m
GPT-4,opinion_based,57.05,123,False,True,True,Very Specific,18-24,Professional,Expert,First Time,Medium,High,False,True,4.8,True,Google Search,44.4,36.28,True,Highly Skeptical,False,30-45m
Gemini,recipe_cooking,84.59,336,False,False,False,Vague,25-34,Bachelors,Expert,First Time,Medium,Medium,Neutral,False,9.5,True,Asked Expert,40.7,75.82,True,Moderate Trust,True,30-45m
Mistral,recipe_cooking,81.15,738,True,False,True,Vague,35-44,Bachelors,High,First Time,Low,High,Neutral,True,10.0,False,,0.0,95.23,True,Blind Trust,True,
ChatGPT-3.5,scientific_facts,82.92,764,False,True,True,Very Specific,65+,Masters,Low,Advanced,Medium,Medium,False,False,7.9,False,,0.0,84.96,True,Moderate Trust,True,
GPT-4,factual_historical,86.93,559,True,True,False,Vague,35-44,Professional,Low,Advanced,Medium,Low,False,False,8.8,False,,0.0,95.92,True,Blind Trust,True,
Mistral,math_calculation,89.22,795,True,True,True,Moderate,65+,Masters,High,First Time,High,Low,Neutral,False,9.9,False,,0.0,100.0,True,Blind Trust,True,
Gemini,financial_advice,44.28,529,True,False,False,Very Specific,55-64,PhD,High,Expert,Low,Low,False,True,4.9,True,Google Search,13.9,33.8,True,Highly Skeptical,False,5-15m
Gemini,financial_advice,58.49,355,True,True,True,Specific,25-34,Bachelors,Low,First Time,Critical,Low,False,False,6.8,True,Google Search,33.0,66.97,True,Skeptical,False,30-45m
Gemini,creative_writing,65.2,609,False,False,False,Specific,55-64,PhD,Expert,Advanced,Medium,Medium,Neutral,False,6.5,False,,0.0,70.18,True,Moderate Trust,True,
ChatGPT-3.5,math_calculation,85.55,163,True,True,True,Vague,55-64,Masters,Expert,Expert,Medium,High,Neutral,False,8.4,True,Google Search,44.8,84.62,True,Moderate Trust,True,30-45m
ChatGPT-3.5,scientific_facts,86.0,80,True,False,True,Moderate,18-24,Bachelors,Medium,First Time,High,Low,False,True,9.8,False,,0.0,79.96,True,Blind Trust,True,
Llama,creative_writing,78.18,114,False,True,True,Vague,55-64,Bachelors,Expert,Intermediate,Medium,Medium,Neutral,True,7.5,False,,0.0,82.65,True,Moderate Trust,True,
Llama,opinion_based,54.8,241,False,True,False,Vague,25-34,PhD,Expert,Expert,High,Low,Neutral,True,4.3,True,Google Search,7.3,48.15,True,Highly Skeptical,False,5-15m
Claude,math_calculation,86.88,217,True,False,False,Vague,35-44,Bachelors,Medium,Beginner,Critical,Medium,False,False,8.9,True,Asked Colleague,3.9,75.18,True,Moderate Trust,True,0-5m
Claude,opinion_based,52.43,396,True,True,True,Moderate,35-44,Masters,Expert,Advanced,Medium,Low,True,False,7.2,True,Google Search,35.9,47.14,False,Skeptical,False,30-45m
Claude,technical_coding,94.22,163,True,False,False,Vague,65+,PhD,High,Beginner,Medium,Medium,Neutral,False,10.0,False,,0.0,95.96,True,Blind Trust,True,
Mistral,medical_advice,70.93,577,False,False,True,Vague,25-34,High School,High,Beginner,Medium,Low,False,True,6.9,False,,0.0,75.6,True,Moderate Trust,True,
GPT-4,general_knowledge,82.44,347,True,False,False,Specific,55-64,Professional,High,Expert,Critical,Low,True,False,10.0,True,Cross-referenced Multiple AIs,11.4,95.46,True,Moderate Trust,True,5-15m
ChatGPT-3.5,opinion_based,53.88,696,False,False,True,Specific,65+,Masters,Medium,Advanced,High,High,True,True,6.5,True,Asked Colleague,23.4,31.73,False,Skeptical,False,15-30m
Mistral,medical_advice,55.75,240,True,False,True,Vague,65+,High School,Low,Advanced,Medium,Medium,Neutral,False,7.1,False,,0.0,42.98,False,Moderate Trust,False,
Llama,factual_historical,70.47,441,True,True,True,Moderate,25-34,Professional,High,Expert,Low,Medium,False,True,6.8,False,,0.0,83.14,True,Moderate Trust,True,
Gemini,medical_advice,62.75,503,False,True,True,Vague,55-64,High School,Medium,Advanced,Low,Medium,Neutral,True,7.1,False,,0.0,66.3,True,Moderate Trust,False,
Mistral,scientific_facts,72.67,738,True,False,True,Specific,65+,Bachelors,Expert,Advanced,Critical,Low,False,True,6.8,True,Cross-referenced Multiple AIs,32.1,74.55,True,Skeptical,True,30-45m
GPT-4,financial_advice,59.17,604,True,False,False,Specific,65+,Bachelors,Low,Beginner,Medium,High,False,False,8.0,False,,0.0,63.38,True,Blind Trust,False,
ChatGPT-3.5,math_calculation,91.96,148,True,False,False,Very Specific,18-24,Professional,Medium,Beginner,Low,Low,Neutral,False,10.0,False,,0.0,90.13,True,Blind Trust,True,
Claude,opinion_based,46.8,192,False,True,False,Moderate,65+,PhD,Expert,Intermediate,Medium,Low,False,False,3.6,True,Cross-referenced Multiple AIs,15.1,30.87,True,Highly Skeptical,False,15-30m
Gemini,recipe_cooking,89.44,66,True,True,True,Moderate,25-34,Bachelors,Expert,Expert,High,Medium,True,True,10.0,True,Checked Official Source,20.4,83.57,True,Moderate Trust,True,15-30m
Gemini,technical_coding,79.84,381,True,True,True,Specific,65+,PhD,High,Intermediate,High,Medium,Neutral,True,8.3,False,,0.0,70.69,True,Blind Trust,True,
ChatGPT-3.5,opinion_based,55.92,602,False,False,False,Moderate,35-44,High School,High,Intermediate,Medium,Medium,False,False,4.4,False,,0.0,31.19,True,Skeptical,False,
Claude,legal_advice,57.18,603,False,True,True,Specific,35-44,Masters,Medium,Beginner,Low,Low,Neutral,True,7.5,False,,0.0,60.06,True,Moderate Trust,False,
Llama,factual_historical,84.67,664,True,True,True,Moderate,45-54,High School,Expert,Beginner,High,Medium,True,False,10.0,False,,0.0,84.87,True,Blind Trust,True,
Gemini,factual_historical,85.75,728,False,False,False,Vague,35-44,Masters,Low,Intermediate,Medium,Medium,True,False,10.0,True,Academic Paper,44.0,97.23,True,Moderate Trust,True,30-45m
Gemini,medical_advice,50.03,309,False,False,True,Very Specific,35-44,PhD,High,Expert,Critical,High,True,True,5.6,True,Asked Expert,35.2,57.39,True,Skeptical,False,30-45m
ChatGPT-3.5,technical_coding,87.78,443,False,True,False,Vague,18-24,PhD,Medium,Expert,Low,Low,False,True,7.6,True,Academic Paper,42.5,100.0,False,Skeptical,True,30-45m
Llama,medical_advice,65.77,559,False,False,False,Specific,35-44,Bachelors,Expert,Advanced,Medium,Low,False,True,5.9,True,Cross-referenced Multiple AIs,3.9,78.56,True,Skeptical,True,0-5m
Llama,medical_advice,57.21,641,True,True,True,Vague,18-24,Professional,Medium,Expert,Critical,High,Neutral,True,5.2,True,Personal Testing,34.6,59.12,True,Skeptical,False,30-45m
ChatGPT-3.5,creative_writing,73.56,556,True,False,False,Specific,65+,Bachelors,Low,Intermediate,Low,Medium,Neutral,False,9.5,True,Asked Colleague,26.5,87.03,True,Moderate Trust,True,15-30m
Gemini,financial_advice,48.51,71,True,True,False,Specific,55-64,High School,High,First Time,High,High,True,True,7.9,True,Google Search,8.2,40.53,False,Skeptical,False,5-15m
Gemini,math_calculation,94.38,427,True,True,False,Moderate,55-64,PhD,Expert,Beginner,Low,High,True,False,10.0,True,Cross-referenced Multiple AIs,22.9,83.39,True,Moderate Trust,True,15-30m
Claude,factual_historical,83.83,448,True,True,False,Vague,65+,Bachelors,Medium,Advanced,Medium,Low,False,True,8.6,False,,0.0,69.52,True,Blind Trust,False,
Claude,financial_advice,59.1,237,True,False,False,Vague,65+,Bachelors,Low,Intermediate,Medium,High,True,True,9.2,False,,0.0,67.41,False,Blind Trust,False,
GPT-4,legal_advice,64.49,203,False,True,False,Moderate,55-64,Professional,Low,Advanced,Critical,Low,Neutral,False,5.3,True,Personal Testing,27.4,57.8,True,Skeptical,False,15-30m
ChatGPT-3.5,current_events,63.52,491,False,False,False,Vague,25-34,High School,Low,Advanced,Critical,Low,Neutral,True,6.2,True,Google Search,8.8,39.71,False,Skeptical,False,5-15m
Claude,creative_writing,75.25,66,False,True,False,Vague,65+,Bachelors,Low,Beginner,Low,Low,False,True,8.3,False,,0.0,73.46,True,Blind Trust,True,
ChatGPT-3.5,creative_writing,76.41,199,True,True,False,Specific,55-64,High School,Medium,Intermediate,High,Low,False,True,7.6,True,Asked Expert,23.3,74.9,True,Skeptical,True,15-30m
ChatGPT-3.5,medical_advice,54.3,423,False,True,False,Vague,25-34,PhD,Expert,Beginner,Low,Low,True,False,7.7,True,Google Search,43.2,61.44,True,Skeptical,False,30-45m
GPT-4,technical_coding,94.42,684,True,True,False,Vague,25-34,Masters,High,Expert,High,Low,Neutral,True,9.7,True,Cross-referenced Multiple AIs,38.2,83.9,True,Moderate Trust,True,30-45m
Llama,general_knowledge,76.98,507,True,False,False,Very Specific,35-44,PhD,Medium,Expert,Low,Medium,True,False,10.0,True,Asked Colleague,5.0,64.54,False,Moderate Trust,False,0-5m
ChatGPT-3.5,scientific_facts,89.04,435,True,False,False,Moderate,25-34,PhD,Expert,Intermediate,Low,Low,False,False,9.8,False,,0.0,94.1,True,Blind Trust,True,
Gemini,general_knowledge,81.95,323,False,True,False,Vague,25-34,High School,Medium,Beginner,High,Low,False,False,7.4,False,,0.0,71.74,True,Moderate Trust,True,
Mistral,technical_coding,77.35,749,False,True,True,Vague,45-54,PhD,Expert,Beginner,High,High,Neutral,True,7.0,True,Google Search,40.6,80.99,True,Skeptical,True,30-45m
Claude,factual_historical,94.64,520,True,True,False,Vague,35-44,Masters,Low,First Time,High,Low,False,False,10.0,True,Asked Expert,31.8,96.59,True,Moderate Trust,True,30-45m
Mistral,general_knowledge,66.47,293,False,True,True,Moderate,35-44,PhD,Low,Beginner,Low,Low,Neutral,False,8.1,True,Cross-referenced Multiple AIs,31.5,78.87,True,Moderate Trust,True,30-45m
Claude,recipe_cooking,87.27,165,False,True,False,Vague,35-44,Bachelors,Expert,Expert,Medium,High,True,False,9.3,False,,0.0,81.11,True,Blind Trust,True,
Gemini,scientific_facts,72.67,470,True,True,True,Very Specific,55-64,Bachelors,Medium,Intermediate,Critical,Medium,False,True,6.7,True,Academic Paper,36.4,78.79,True,Skeptical,True,30-45m
Claude,medical_advice,73.04,624,False,False,False,Vague,25-34,Masters,High,First Time,Critical,High,True,False,8.6,True,Academic Paper,29.1,78.02,True,Moderate Trust,True,15-30m
Gemini,opinion_based,58.32,725,False,True,False,Moderate,35-44,PhD,Low,First Time,Low,Medium,Neutral,False,7.8,True,Checked Official Source,25.5,60.13,True,Skeptical,False,15-30m
Claude,scientific_facts,78.83,274,True,False,False,Moderate,18-24,PhD,Low,Beginner,Medium,Low,Neutral,True,10.0,True,Checked Official Source,7.8,92.34,True,Moderate Trust,True,5-15m
ChatGPT-3.5,medical_advice,73.96,80,False,True,False,Specific,18-24,Professional,Expert,Beginner,Medium,Low,False,True,6.8,True,Asked Expert,11.4,68.24,True,Skeptical,False,5-15m
Claude,math_calculation,92.28,572,True,False,False,Very Specific,45-54,Bachelors,Low,Expert,Low,Low,False,True,10.0,True,Asked Expert,27.6,81.33,True,Moderate Trust,True,15-30m
Mistral,financial_advice,59.05,497,True,False,True,Very Specific,45-54,PhD,Medium,Advanced,Critical,Low,True,False,8.6,True,Asked Expert,23.2,66.0,False,Moderate Trust,False,15-30m
Gemini,technical_coding,87.61,797,False,False,True,Moderate,35-44,PhD,Expert,Advanced,Low,High,False,False,8.2,True,Asked Colleague,22.1,84.05,True,Moderate Trust,True,15-30m
Claude,financial_advice,47.18,149,True,True,True,Moderate,18-24,Professional,Medium,Beginner,Critical,Low,Neutral,True,6.2,True,Google Search,18.3,45.65,True,Skeptical,False,15-30m
Mistral,opinion_based,41.25,675,True,True,True,Moderate,65+,Bachelors,Expert,Expert,Low,Low,False,True,4.0,True,Consulted Documentation,26.5,33.02,True,Highly Skeptical,False,15-30m
Gemini,current_events,74.08,303,True,False,True,Specific,55-64,Bachelors,High,Advanced,Critical,High,False,False,6.1,True,Personal Testing,14.5,73.05,True,Skeptical,True,5-15m
Mistral,general_knowledge,79.89,650,True,False,True,Vague,35-44,Masters,High,Advanced,Medium,Low,Neutral,True,8.9,False,,0.0,90.06,True,Blind Trust,True,
ChatGPT-3.5,medical_advice,60.67,410,False,False,False,Vague,35-44,Masters,Expert,Advanced,High,Low,Neutral,False,5.6,True,Academic Paper,38.2,66.68,True,Skeptical,False,30-45m
Mistral,scientific_facts,70.41,420,True,False,False,Moderate,45-54,High School,Expert,Beginner,Medium,Low,False,True,7.8,True,Personal Testing,15.5,58.65,True,Skeptical,False,15-30m
Gemini,current_events,63.23,80,True,False,False,Vague,45-54,Professional,Low,Intermediate,High,High,Neutral,False,7.9,False,,0.0,46.12,False,Moderate Trust,False,
Mistral,legal_advice,45.79,359,False,False,False,Specific,55-64,Professional,Medium,Expert,Medium,Medium,Neutral,True,5.0,True,Checked Official Source,14.0,40.12,True,Skeptical,False,5-15m
Mistral,general_knowledge,68.07,529,False,True,True,Vague,55-64,High School,High,Advanced,Critical,Medium,True,True,7.2,False,,0.0,75.76,True,Moderate Trust,True,
Claude,technical_coding,89.29,265,False,False,False,Vague,35-44,Masters,Expert,Beginner,Critical,Medium,Neutral,False,9.1,False,,0.0,79.64,True,Blind Trust,True,
Mistral,general_knowledge,80.59,666,False,True,False,Moderate,45-54,Masters,Expert,First Time,Medium,Low,False,True,7.6,True,Cross-referenced Multiple AIs,14.1,83.0,True,Skeptical,True,5-15m
GPT-4,opinion_based,48.91,542,True,False,False,Very Specific,55-64,Professional,Medium,Beginner,Low,Medium,Neutral,True,8.1,False,,0.0,26.43,False,Blind Trust,False,
GPT-4,scientific_facts,71.4,601,False,False,True,Very Specific,45-54,Bachelors,Medium,Advanced,High,Low,True,True,9.1,False,,0.0,69.83,False,Blind Trust,False,
ChatGPT-3.5,financial_advice,54.93,228,False,True,True,Specific,25-34,Professional,Medium,Beginner,Low,Low,False,False,6.0,True,Cross-referenced Multiple AIs,3.0,61.09,True,Skeptical,False,0-5m
Mistral,financial_advice,50.73,559,False,False,False,Vague,35-44,Masters,Expert,Beginner,Critical,Low,Neutral,True,4.8,True,Asked Expert,21.6,54.21,True,Highly Skeptical,False,15-30m
Claude,medical_advice,58.62,95,False,False,False,Specific,45-54,PhD,Low,First Time,High,Low,True,False,8.5,True,Asked Expert,39.8,58.38,False,Moderate Trust,False,30-45m
GPT-4,recipe_cooking,80.29,487,True,True,True,Moderate,25-34,Bachelors,Expert,Advanced,Medium,Low,Neutral,False,8.1,False,,0.0,80.24,True,Blind Trust,True,
Mistral,financial_advice,41.85,650,False,False,True,Moderate,25-34,Professional,Medium,First Time,High,High,False,False,4.0,True,Consulted Documentation,24.4,39.55,True,Highly Skeptical,False,15-30m
Gemini,financial_advice,53.92,442,True,False,False,Moderate,65+,PhD,High,Expert,Low,Low,Neutral,False,6.8,True,Asked Expert,22.8,41.98,False,Skeptical,False,15-30m
Llama,medical_advice,59.75,287,False,False,False,Specific,25-34,PhD,Medium,Advanced,High,Medium,False,True,4.9,True,Consulted Documentation,3.4,50.96,True,Highly Skeptical,False,0-5m
GPT-4,creative_writing,79.95,137,True,False,False,Very Specific,35-44,High School,Expert,Expert,Critical,Low,True,False,10.0,True,Academic Paper,8.7,73.49,False,Moderate Trust,True,5-15m
Mistral,technical_coding,90.5,224,True,True,True,Vague,35-44,Bachelors,Low,Expert,Low,High,False,False,9.7,False,,0.0,99.46,True,Blind Trust,True,
Llama,current_events,57.98,170,False,True,False,Specific,45-54,Masters,Medium,Intermediate,Critical,Low,Neutral,False,5.0,True,Academic Paper,43.7,35.37,True,Skeptical,False,30-45m
Claude,technical_coding,90.1,246,False,True,True,Specific,35-44,Professional,Medium,Expert,Critical,Low,False,True,7.8,True,Checked Official Source,24.5,80.92,True,Skeptical,True,15-30m
ChatGPT-3.5,opinion_based,47.49,299,False,False,False,Vague,45-54,High School,High,Expert,High,High,True,False,6.0,False,,0.0,35.72,False,Moderate Trust,False,
Claude,current_events,73.04,753,True,True,False,Vague,18-24,Professional,Medium,Intermediate,Critical,High,Neutral,False,8.3,False,,0.0,62.39,False,Blind Trust,False,
Gemini,medical_advice,67.32,71,True,True,False,Specific,25-34,Bachelors,Expert,Expert,Low,Medium,True,True,10.0,True,Academic Paper,19.3,56.44,False,Moderate Trust,False,15-30m
Llama,factual_historical,81.57,447,False,True,False,Very Specific,65+,Professional,Expert,Advanced,Low,High,False,False,6.9,True,Checked Official Source,32.5,74.67,True,Skeptical,True,30-45m
Claude,medical_advice,58.83,724,False,True,True,Vague,55-64,Masters,Expert,Expert,High,Medium,True,False,6.4,True,Personal Testing,11.3,46.25,True,Skeptical,False,5-15m
Llama,creative_writing,79.31,694,False,False,True,Moderate,45-54,High School,Low,First Time,High,Low,False,False,7.5,False,,0.0,76.55,True,Moderate Trust,True,
Llama,math_calculation,93.96,660,False,False,False,Moderate,25-34,Masters,High,Intermediate,Low,Medium,True,False,10.0,True,Asked Colleague,44.8,92.88,True,Moderate Trust,True,30-45m
Gemini,recipe_cooking,87.86,543,True,True,True,Moderate,25-34,Bachelors,Low,First Time,High,Low,False,False,9.7,True,Asked Colleague,28.2,73.33,False,Moderate Trust,True,15-30m
Llama,factual_historical,86.02,665,True,False,True,Moderate,18-24,Bachelors,Expert,First Time,Low,Low,False,False,9.6,False,,0.0,100.0,True,Blind Trust,True,
Claude,factual_historical,83.02,770,False,True,False,Specific,65+,Bachelors,Expert,Intermediate,Low,Low,True,False,9.5,True,Personal Testing,33.1,90.06,True,Moderate Trust,True,30-45m
Mistral,recipe_cooking,81.54,670,True,True,False,Specific,35-44,High School,Expert,Intermediate,Medium,Medium,False,False,8.6,False,,0.0,81.68,True,Blind Trust,True,
Mistral,technical_coding,79.5,349,True,False,False,Vague,25-34,PhD,Expert,Intermediate,Critical,Low,Neutral,False,8.2,True,Google Search,30.2,82.55,True,Moderate Trust,True,30-45m
Claude,recipe_cooking,82.68,693,False,False,False,Moderate,25-34,High School,Expert,Advanced,High,Medium,True,False,8.9,False,,0.0,84.81,True,Blind Trust,True,
Llama,factual_historical,80.75,730,False,False,False,Vague,65+,PhD,Medium,First Time,Medium,Low,True,True,10.0,True,Checked Official Source,35.7,76.72,False,Moderate Trust,True,30-45m
Mistral,scientific_facts,87.95,727,False,False,False,Very Specific,25-34,High School,Low,Beginner,Medium,Medium,Neutral,True,10.0,False,,0.0,76.69,False,Blind Trust,True,
ChatGPT-3.5,current_events,68.62,165,False,False,True,Vague,18-24,Masters,Low,Expert,Critical,Low,False,False,5.4,True,Checked Official Source,28.2,47.13,True,Skeptical,False,15-30m
ChatGPT-3.5,scientific_facts,72.29,574,True,True,True,Moderate,45-54,Professional,High,First Time,Medium,Low,False,True,7.3,True,Personal Testing,40.3,83.14,True,Skeptical,True,30-45m
Mistral,financial_advice,45.52,196,False,False,False,Vague,65+,Masters,Medium,First Time,Medium,Medium,True,True,7.5,False,,0.0,54.94,False,Moderate Trust,False,
Llama,legal_advice,62.63,407,False,True,True,Specific,35-44,Masters,Medium,Expert,Critical,Low,Neutral,True,5.6,True,Asked Colleague,42.6,74.26,True,Skeptical,True,30-45m
GPT-4,financial_advice,52.61,792,True,False,False,Very Specific,25-34,Professional,High,Intermediate,Low,High,True,True,8.4,True,Personal Testing,27.8,48.5,False,Moderate Trust,False,15-30m
Llama,legal_advice,57.59,113,True,False,True,Very Specific,45-54,Professional,High,Expert,Low,Low,False,True,6.9,True,Personal Testing,19.5,61.27,True,Skeptical,False,15-30m
Llama,general_knowledge,80.17,708,True,True,False,Vague,25-34,Professional,Medium,Expert,Low,Low,True,False,10.0,True,Asked Expert,29.1,85.51,True,Moderate Trust,True,15-30m
Llama,math_calculation,96.55,637,True,True,True,Specific,25-34,Bachelors,Expert,Beginner,High,High,Neutral,False,10.0,True,Asked Expert,17.6,81.59,True,Moderate Trust,True,15-30m
Gemini,math_calculation,94.07,532,False,False,True,Moderate,45-54,High School,Expert,First Time,Medium,Low,True,True,10.0,True,Asked Colleague,5.3,96.87,True,Moderate Trust,True,5-15m
Mistral,factual_historical,93.4,470,True,False,True,Very Specific,35-44,High School,Expert,Intermediate,Medium,High,True,False,10.0,False,,0.0,78.67,False,Blind Trust,True,
Llama,legal_advice,51.71,711,False,True,False,Vague,18-24,Masters,Expert,Advanced,Low,Low,False,False,3.9,True,Academic Paper,18.2,56.54,True,Highly Skeptical,False,15-30m
Gemini,general_knowledge,84.92,734,True,True,False,Vague,55-64,High School,Expert,Advanced,High,High,False,False,8.2,True,Asked Colleague,5.5,77.47,True,Moderate Trust,True,5-15m
ChatGPT-3.5,factual_historical,82.15,572,False,False,True,Vague,35-44,PhD,Medium,Intermediate,Low,High,Neutral,False,9.6,False,,0.0,69.43,False,Blind Trust,False,
ChatGPT-3.5,factual_historical,92.84,434,False,False,True,Specific,55-64,PhD,Expert,Beginner,Medium,High,False,True,9.1,False,,0.0,92.26,True,Blind Trust,True,
GPT-4,medical_advice,56.18,60,False,True,False,Specific,65+,Bachelors,High,First Time,Low,Low,False,True,5.7,True,Consulted Documentation,41.6,70.05,True,Skeptical,True,30-45m
ChatGPT-3.5,recipe_cooking,84.48,122,False,True,True,Very Specific,65+,Masters,Low,Expert,High,Low,Neutral,False,8.0,True,Consulted Documentation,40.5,83.16,True,Moderate Trust,True,30-45m
Gemini,financial_advice,48.41,798,False,True,True,Vague,55-64,Masters,High,Intermediate,High,Medium,False,False,2.3,True,Asked Expert,17.9,51.08,False,Highly Skeptical,False,15-30m
Llama,opinion_based,43.78,737,True,False,True,Moderate,35-44,PhD,Low,Advanced,Low,Medium,Neutral,True,6.2,True,Personal Testing,33.8,33.06,False,Skeptical,False,30-45m
Mistral,medical_advice,57.46,280,True,False,False,Vague,18-24,High School,Expert,First Time,Low,Low,Neutral,True,8.0,False,,0.0,54.9,False,Blind Trust,False,
Claude,financial_advice,60.59,89,True,True,False,Very Specific,25-34,PhD,Low,First Time,High,Medium,Neutral,True,7.5,True,Asked Colleague,23.1,57.08,True,Skeptical,False,15-30m
Mistral,factual_historical,70.26,498,True,False,False,Very Specific,25-34,High School,Expert,Expert,High,Medium,False,True,6.6,False,,0.0,62.8,True,Moderate Trust,False,
Gemini,opinion_based,45.7,226,False,False,False,Very Specific,35-44,PhD,Medium,Intermediate,Medium,High,Neutral,True,5.0,False,,0.0,46.48,True,Skeptical,False,
Claude,creative_writing,68.52,125,False,True,True,Moderate,45-54,PhD,Medium,Beginner,Medium,High,True,False,8.7,False,,0.0,70.77,True,Blind Trust,True,
Gemini,general_knowledge,69.95,295,False,False,True,Moderate,55-64,Masters,Low,Beginner,High,Medium,True,False,9.4,False,,0.0,72.39,False,Blind Trust,True,
Gemini,technical_coding,85.42,428,False,False,False,Specific,35-44,Masters,High,Expert,Low,Low,Neutral,False,9.0,False,,0.0,90.23,True,Blind Trust,True,
GPT-4,current_events,63.93,520,False,True,False,Very Specific,18-24,PhD,Medium,Expert,High,High,True,True,7.8,False,,0.0,59.11,True,Moderate Trust,False,
Llama,recipe_cooking,75.16,92,True,False,True,Vague,35-44,Professional,High,Expert,Low,Low,True,True,10.0,False,,0.0,67.08,False,Blind Trust,False,
Claude,math_calculation,91.31,560,True,True,True,Moderate,18-24,Masters,Medium,Intermediate,High,Medium,Neutral,False,8.9,False,,0.0,92.59,True,Blind Trust,True,
Claude,medical_advice,66.6,338,False,True,False,Moderate,35-44,High School,Low,Beginner,High,Low,Neutral,True,7.2,True,Asked Expert,7.8,72.19,True,Skeptical,True,5-15m
GPT-4,legal_advice,55.34,415,False,False,True,Vague,65+,Masters,Expert,First Time,Medium,Medium,True,True,8.2,True,Personal Testing,17.2,50.52,False,Moderate Trust,False,15-30m
Mistral,current_events,73.37,467,False,True,True,Vague,55-64,PhD,Low,Beginner,Medium,High,Neutral,False,8.4,False,,0.0,51.63,False,Blind Trust,False,
Claude,medical_advice,70.46,275,False,False,True,Specific,45-54,Bachelors,Expert,First Time,Medium,High,True,True,9.4,False,,0.0,82.93,True,Blind Trust,True,
ChatGPT-3.5,legal_advice,67.25,438,False,False,False,Vague,25-34,Professional,High,Advanced,Medium,High,False,False,5.8,True,Checked Official Source,2.5,70.84,True,Skeptical,True,0-5m
